timestamp,msg_id,rpm,cht,egt,oil_pressure,oil_temp,fuel_flow,vibration_amplitude,vibration_freq,throttle_cmd,active_faults
0.0,ENG_TELEM_00,2974.947810213612,180.09628891933878,532.6920663439021,48.1846080394288,163.01346630044387,21.3561427412375,0.20021653125044153,49.5824635035602,45.0,healthy
0.1,ENG_TELEM_01,3028.052345825997,182.2814692553133,540.273596206123,48.564328704463115,162.98437145317766,21.185573146806107,0.21497640916981783,50.467539097099944,45.1199680025599,healthy
0.2,ENG_TELEM_02,3051.076783937129,178.45523698608895,538.383174141875,48.65443626949113,158.67910466557507,21.5674411800747,0.21438500399951124,50.851279732285484,45.23974408190752,healthy
0.30000000000000004,ENG_TELEM_03,3027.6243685303034,180.30291101355175,536.3948820223196,48.605643302368726,160.45590302586146,21.791507344303355,0.22679473121136753,50.46040614217172,45.35913662186676,healthy
0.4,ENG_TELEM_04,2984.889502137234,178.50058381217164,529.9223036900603,47.56713942081393,161.18919607920145,20.65211716764657,0.23841514465126418,49.7481583689539,45.47795461984274,healthy
0.5,ENG_TELEM_05,3017.9545881559225,180.75957229337806,532.369052792868,48.442260209534915,160.6740457145484,21.484746166616347,0.19851035684965818,50.29924313593204,45.59600799238518,healthy
0.6000000000000001,ENG_TELEM_06,3006.2578542785322,180.58215778371783,537.6904899826862,48.43889313575733,159.66939567480247,21.17336492047156,0.20479983519023784,50.10429757130887,45.7131078792814,healthy
0.7000000000000001,ENG_TELEM_07,3065.6146662803553,177.8867822650293,542.4443579860125,49.50318863623547,156.9545572069365,21.01141596035299,0.19108670106920783,51.093577771339255,45.82906694569234,healthy
0.8,ENG_TELEM_08,3051.6488228854805,177.81771767464252,540.5261089523298,48.43804869579369,156.67250029366966,20.767508831888634,0.20693571702463545,50.86081371475801,45.94369968184835,healthy
0.9,ENG_TELEM_09,3032.508019693674,180.31474904676892,535.3202762309714,48.29832157465729,159.7697995111333,21.25757942055082,0.20019172336817143,50.5418003282279,46.05682269982527,healthy
1.0,ENG_TELEM_10,3039.2269335740425,179.40383135445677,538.6389672146892,48.57864282660707,159.69116018395584,21.537794895291267,0.21216085822943612,50.65378222623404,46.16825502692595,healthy
1.1,ENG_TELEM_11,3077.681847192625,179.86285646940928,537.4834643140947,48.45237711061906,159.17328915093992,21.960632789860316,0.22149177959615643,51.29469745321042,46.277818395198,healthy
1.2000000000000002,ENG_TELEM_12,3069.942759759739,179.23680194407783,539.0069499647224,48.64507205540958,159.8798286039162,21.70489480985947,0.19412361421976154,51.16571266266232,46.38533752662445,healthy
1.3,ENG_TELEM_13,3079.4584915896235,180.3309487775399,539.1864700905045,48.860403673389726,160.23254049765748,21.981129966128016,0.1911521624416745,51.32430819316039,46.49064041353121,healthy
1.4000000000000001,ENG_TELEM_14,3079.0052375478294,182.71397771011692,542.455680348127,48.95660236702389,162.92490020735335,21.42428107572325,0.21133570473350863,51.31675395913049,46.59355859376265,healthy
1.5,ENG_TELEM_15,3077.0584233412187,180.33848826194097,539.3526121497383,49.27925142102253,161.36752683814998,21.288421412553095,0.22062901158611575,51.28430705568698,46.693927420185105,healthy
1.6,ENG_TELEM_16,3065.2886786716845,177.45343807870685,539.764071109026,48.945188737528625,156.55058614561764,21.672213551168802,0.21907516219120543,51.08814464452807,46.79158632408718,healthy
1.7000000000000002,ENG_TELEM_17,3053.8198527267714,181.6703039284063,544.0319631182304,48.362235850481234,160.70346048347045,21.19653003000567,0.18168002499707925,50.89699754544619,46.886379072055405,healthy
1.8,ENG_TELEM_18,3093.4970500278846,182.86973476616998,538.6423940942177,48.45394626888127,163.16116654009738,22.07958826616332,0.20556822640528152,51.55828416713141,46.97815401591442,healthy
1.9000000000000001,ENG_TELEM_19,3106.0718588113086,181.9678399733049,540.8072287084678,49.20828162224284,161.4706679633171,21.45961314411257,0.23894660559102252,51.76786431352181,47.066764335331655,healthy
2.0,ENG_TELEM_20,3126.8699822786575,180.3034419248547,539.4166799264902,48.87744925333769,158.92094480064924,22.23754809715052,0.18755735729466116,52.114499704644295,47.15206827269857,healthy
2.1,ENG_TELEM_21,3100.927898676046,184.69038415653043,539.7915605413835,48.97247909283779,163.5209633376992,21.11959175953879,0.21795352045998784,51.682131644600766,47.23392935991258,healthy
2.2,ENG_TELEM_22,3139.6234912145756,180.4030070369015,544.4592665837583,49.5845724958924,161.57062965979821,21.76621794698699,0.23769626855783704,52.32705818690959,47.31221663669691,healthy
2.3000000000000003,ENG_TELEM_23,3097.5088076666634,181.84403957392178,538.443355374166,48.86293054765663,163.6101919805248,21.785888478565102,0.23597495456813586,51.62514679444439,47.386804860109095,healthy
2.4000000000000004,ENG_TELEM_24,3142.5899541705003,181.4618602627553,543.5214582109072,48.87744730761623,161.82724333105483,22.098391103760658,0.24264501433071237,52.37649923617501,47.457574704902996,healthy
2.5,ENG_TELEM_25,3130.3952582782536,181.8659145770795,541.213163026826,48.89347973163025,163.04300589028898,22.00803779015584,0.20925859042742087,52.17325430463756,47.52441295442369,healthy
