timestamp_ms,msg_id,rpm,cht_c,egt_c,oil_pressure_kpa,oil_temp_c,fuel_flow_lph,vibration_g,throttle_pct,altitude_m,ambient_temp_c,active_faults
1788704090158,ENG_TELEM_00,3016.8682141949357,163.81763525631928,529.0485614808164,335.51344428511476,142.92607580555728,20.75811556039945,0.2174805788064261,45.0,500.0,25.0,healthy
1788704090258,ENG_TELEM_01,3041.01547598524,161.08759324550266,531.3543972875286,332.8872226400284,140.8084031492728,21.204970265926676,0.21668184035941077,45.1199680025599,500.0,25.0,healthy
1788704090358,ENG_TELEM_02,3005.218588093905,162.41137995488972,523.0181814370029,331.2882670341171,142.0477522749261,20.745796015097255,0.19246975646596967,45.23974408190752,500.0,25.0,healthy
1788704090458,ENG_TELEM_03,2985.6672720750335,160.17128491864565,527.6862687934555,335.8213104931683,139.7502243300255,21.01352292980664,0.18697839269589667,45.35913662186676,500.0,25.0,healthy
1788704090558,ENG_TELEM_04,3030.5911560634013,161.40512407058873,525.2712544885769,332.7356123812858,141.71451108700026,20.78818672108584,0.15577740329149675,45.47795461984274,500.0,25.0,healthy
1788704090658,ENG_TELEM_05,3029.362952386539,163.23803225030562,528.6624392509465,333.7410195859111,144.21737325324034,21.16852005934937,0.1716106612781197,45.59600799238518,500.0,25.0,healthy
1788704090758,ENG_TELEM_06,3031.670590626254,160.84668664317022,523.6285033789112,334.6186735040405,140.8346727465188,21.10863274889417,0.1899771444337729,45.7131078792814,500.0,25.0,healthy
1788704090858,ENG_TELEM_07,3031.337877781879,161.45946242788176,527.3436928891236,335.6663920913581,140.84484817457445,21.66477637366144,0.20324204778753846,45.82906694569234,500.0,25.0,healthy
1788704090958,ENG_TELEM_08,3071.1936903738256,164.2986378376014,523.7765348799974,335.9375441286037,145.28610458098564,21.46269479843251,0.2097425352161509,45.94369968184835,500.0,25.0,healthy
1788704091058,ENG_TELEM_09,3051.6194827678573,161.2158914691001,525.1067059183019,337.468251102042,142.16293381581647,21.649794338895475,0.22927687769840827,46.05682269982527,500.0,25.0,healthy
1788704091158,ENG_TELEM_10,3022.1546276548497,159.43763370497814,521.9699188479907,336.87096358343837,141.4334890399065,21.538758955097357,0.21964262488788458,46.16825502692595,500.0,25.0,healthy
1788704091258,ENG_TELEM_11,3079.7263687118157,161.56252573791136,530.555590463201,337.54188517894966,141.3292630075591,21.63551126504117,0.23024739221571444,46.277818395198,500.0,25.0,healthy
1788704091358,ENG_TELEM_12,3117.313905494783,163.14278585994137,527.0902234322594,339.19087355326826,144.3534174366332,21.06172787512148,0.22923975983930295,46.38533752662445,500.0,25.0,healthy
1788704091458,ENG_TELEM_13,3072.094616057052,162.14590280381165,526.8948792664179,334.83340002400024,141.3947403047593,21.804336539029233,0.24609624861759544,46.49064041353121,500.0,25.0,healthy
1788704091558,ENG_TELEM_14,3111.9919286944955,166.41506500675183,531.9948531476523,341.3192928665753,146.86097160707976,21.635099408440485,0.19665858084558416,46.59355859376265,500.0,25.0,healthy
1788704091658,ENG_TELEM_15,3066.746046134557,164.18739864594266,528.5049325836425,334.78590902382814,144.27438894069635,20.872315474644413,0.19686756714029735,46.693927420185105,500.0,25.0,healthy
1788704091758,ENG_TELEM_16,3064.3890117016267,163.91159341641998,530.3061709637282,339.9551670774428,143.71514529820408,21.163210303173003,0.17210130453219488,46.79158632408718,500.0,25.0,healthy
1788704091858,ENG_TELEM_17,3116.355323067966,164.35326166921553,532.4020439323831,336.85713242161495,144.5727680080342,22.183686850915663,0.21476401520192331,46.886379072055405,500.0,25.0,healthy
1788704091958,ENG_TELEM_18,3075.6437323820355,160.88967639998666,531.6713199381664,337.1287515465476,140.10029395685476,22.166901880861325,0.23247758756391185,46.97815401591442,500.0,25.0,healthy
1788704092058,ENG_TELEM_19,3114.5106057210915,165.00963471963652,527.9490950588615,336.8434345244624,145.02558530536106,21.790926313005496,0.22291429101950613,47.066764335331655,500.0,25.0,healthy
1788704092158,ENG_TELEM_20,3082.6283463601853,163.56875012710265,528.2321601509976,336.90373242245147,143.99084936480807,21.67507663874951,0.23898698244893152,47.15206827269857,500.0,25.0,healthy
1788704092258,ENG_TELEM_21,3092.2455047108647,164.6071097341152,527.3948009306008,338.72226996050205,144.06789573558459,21.43378965971897,0.20975415984296256,47.23392935991258,500.0,25.0,healthy
1788704092358,ENG_TELEM_22,3121.891875414641,164.79609127766423,531.5224074893649,339.2040084051257,142.76841559884616,21.676322713023925,0.19414235947270664,47.31221663669691,500.0,25.0,healthy
1788704092458,ENG_TELEM_23,3120.8440451735587,164.99382413328215,534.8803372736375,338.1417064255117,144.125383195464,22.09362595490566,0.20802779349336323,47.386804860109095,500.0,25.0,healthy
1788704092558,ENG_TELEM_24,3117.155608176668,161.48138380851913,533.558759396032,336.1854763923496,141.88819475217923,21.87764991672813,0.20594355648907778,47.457574704902996,500.0,25.0,healthy
1788704092658,ENG_TELEM_25,3105.4396085747494,164.35015196764212,526.8625929452701,340.8789382246757,144.85310328475794,21.245948915027363,0.2075093726841455,47.52441295442369,500.0,25.0,healthy
1788704092758,ENG_TELEM_26,3153.3901053095055,166.0116121237002,532.2586224136231,339.6294018628392,146.70316345144707,22.390325212057917,0.21226202653374182,47.587212681730016,500.0,25.0,healthy
1788704092858,ENG_TELEM_27,3161.141144868251,163.63181002313362,536.5869631700281,339.58495876911746,143.75443156315043,21.77529329860686,0.19691371180450237,47.645873420654844,500.0,25.0,healthy
1788704092958,ENG_TELEM_28,3125.5147550668294,163.49100757916176,535.16525629466,340.22112315740463,142.86049634410477,21.875102353733233,0.22908099825214528,47.70030132652951,500.0,25.0,healthy
1788704093058,ENG_TELEM_29,3153.8207573127715,166.62039510721513,535.3374700549407,341.966836384751,147.84600913278686,21.675707387892118,0.20849438491053834,47.7504093263153,500.0,25.0,healthy
1788704093158,ENG_TELEM_30,3135.27929138666,161.26939187123295,529.9181978206319,339.2695826439267,142.27307106650144,21.74361847309314,0.17424780809634843,47.79611725790168,500.0,25.0,healthy
1788704093258,ENG_TELEM_31,3129.7497913581433,162.86413331042684,531.8367019274024,337.4812058364424,142.7896228304428,22.0349582317929,0.21864575280291665,47.837351998348616,500.0,25.0,healthy
1788704093358,ENG_TELEM_32,3190.9491696146742,167.4897832134382,540.885434071229,342.96427871358753,148.4714271387821,21.960323359438682,0.20726288655152447,47.874047580867675,500.0,25.0,healthy
1788704093458,ENG_TELEM_33,3149.7217603076892,166.0321248530431,533.8797592249156,339.14398081585205,145.40516080137596,22.10772863564109,0.23378105124571227,47.906145300354794,500.0,25.0,healthy
1788704093558,ENG_TELEM_34,3131.232225646803,165.83869736362195,527.6066143772983,341.54951408492246,145.95495972892581,21.797992653981037,0.20013138226034752,47.93359380730595,500.0,25.0,healthy
1788704093658,ENG_TELEM_35,3131.6254111468356,166.08814084989461,527.6791312623584,340.3050605456334,146.72548652963658,21.99936199876537,0.23690852431766632,47.95634918996538,500.0,25.0,healthy
1788704093758,ENG_TELEM_36,3122.4909795540943,165.10189483176765,532.7462283639403,340.235954284593,145.75290581779382,21.71671871140041,0.2216637649629978,47.97437504457506,500.0,25.0,healthy
1788704093858,ENG_TELEM_37,3166.561631188582,168.95050916864116,535.5740729987293,338.04160206713016,150.12976516089122,22.183685934778804,0.25886429501795716,47.98764253361292,500.0,25.0,healthy
1788704093958,ENG_TELEM_38,3151.4517691460555,166.87141067898412,538.452915221764,341.8654101378382,145.83161471479107,21.974058718710918,0.24259712262872846,47.99613043192675,500.0,25.0,healthy
1788704094058,ENG_TELEM_39,3123.0381506819604,161.11585398042962,531.8355195843739,341.9462996522838,141.24919701744793,21.503257454733905,0.2300966188011019,47.9998251606899,500.0,25.0,healthy
1788704094158,ENG_TELEM_40,3103.0291177155373,164.13590838288812,534.057818057276,335.0939205925131,145.6972003422121,21.95403732413008,0.22005432880398995,47.998720809124514,500.0,25.0,healthy
1788704094258,ENG_TELEM_41,3122.2078033894336,166.0247243747854,536.2552628295189,341.426919583176,145.32221918047975,21.340782159138904,0.20465220490667688,47.99281914395752,500.0,25.0,healthy
1788704094358,ENG_TELEM_42,3125.7150129273045,163.76190021722724,532.5211524825141,339.6519004940077,143.78639866035047,21.86481142230141,0.2263230587271816,47.98212960659423,500.0,25.0,healthy
1788704094458,ENG_TELEM_43,3137.1683586326535,165.86291906539594,533.1373181705289,338.9354784013085,145.88539946290382,22.036416446339512,0.22552952829825917,47.966669298014104,500.0,25.0,healthy
1788704094558,ENG_TELEM_44,3130.9185479864996,164.5535308473323,533.6433804225084,340.7230916812623,144.5255177396423,21.47835196800516,0.19067812884704324,47.946462951412855,500.0,25.0,healthy
1788704094658,ENG_TELEM_45,3137.9599474118163,165.1049578814804,535.3340713094216,342.84156760164336,144.2820271623637,21.56556811224097,0.23037692775479138,47.921542892634584,500.0,25.0,healthy
1788704094758,ENG_TELEM_46,3153.170272158327,166.95049891911685,535.9329755291146,339.0996322746449,146.91743657170656,22.084588181090233,0.23095371692768693,47.891948988457344,500.0,25.0,healthy
1788704094858,ENG_TELEM_47,3133.1962890985815,165.21480819847218,529.3266435250597,339.79316669002833,144.64186550167554,22.328940126432194,0.22343737236318992,47.85772858281479,500.0,25.0,healthy
1788704094958,ENG_TELEM_48,3125.1867286831093,165.93575805158355,534.4846246173378,338.7561927655281,144.9523503598043,21.861013987747477,0.23130418076044887,47.81893642105597,500.0,25.0,healthy
1788704095058,ENG_TELEM_49,3171.0557182052426,165.23028347121374,538.4932683871233,341.1385648456977,146.03030121408312,21.886630363716836,0.17351655248634468,47.7756345623645,500.0,25.0,healthy
1788704095158,ENG_TELEM_50,5496.3654412654205,213.49653606170102,683.3411830112894,461.4863603688032,193.90243630322408,37.06510100542084,0.4668615318376273,95.0,500.0,25.0,overheating
1788704095258,ENG_TELEM_51,5478.061027946549,212.69228525170146,682.7217412207926,456.4927139857729,192.4105872419741,37.420646175689825,0.4551692946988336,95.0,500.0,25.0,overheating
1788704095358,ENG_TELEM_52,5516.237706923649,217.5061425342371,681.250582959784,462.86174092452535,195.18815957480732,38.07082781766878,0.46384160678637903,95.0,500.0,25.0,overheating
1788704095458,ENG_TELEM_53,5466.87145354898,215.26930896870368,681.8612002465159,460.8118021734567,193.1110092971551,37.304258198616594,0.4728701009370287,95.0,500.0,25.0,overheating
