timestamp_ms,msg_id,rpm,cht_c,egt_c,oil_pressure_kpa,oil_temp_c,fuel_flow_lph,vibration_g,throttle_pct,altitude_m,ambient_temp_c,active_faults
1788704115158,ENG_TELEM_00,3007.0095914956105,162.15560169122188,523.3463686199015,332.8539673513138,142.85543532501595,21.22285853910457,0.21269359936148358,45.0,500.0,25.0,healthy
1788704115258,ENG_TELEM_01,2998.989166988958,162.46074453856005,523.8954358854814,331.047245426313,142.8247197691063,21.04569228860577,0.17536535883710153,45.1199680025599,500.0,25.0,healthy
1788704115358,ENG_TELEM_02,2997.0654551023185,161.4648393296568,520.0827850094005,329.98261023836017,141.1805267247398,20.817220051962774,0.22898791949964076,45.23974408190752,500.0,25.0,healthy
1788704115458,ENG_TELEM_03,3006.729201328399,165.18349080209927,524.411105303261,331.2377084955182,143.90776817132792,20.776405754551078,0.19562228300504603,45.35913662186676,500.0,25.0,healthy
1788704115558,ENG_TELEM_04,3066.164274746477,161.98187983141366,531.0443567277815,338.61080525478064,142.8972372096811,21.209636105093143,0.203511807694006,45.47795461984274,500.0,25.0,healthy
1788704115658,ENG_TELEM_05,3042.317956214801,160.99156428021118,525.382738426958,335.66549098617696,139.6876111375968,20.669982103943543,0.18816578317603927,45.59600799238518,500.0,25.0,healthy
1788704115758,ENG_TELEM_06,3042.238086759067,163.30158467458304,526.2107590336755,333.82575016074105,142.62707161388946,21.193779068787347,0.19330434136557995,45.7131078792814,500.0,25.0,healthy
1788704115858,ENG_TELEM_07,3039.3437585983424,159.69356022677854,528.683840673298,334.74038269088356,140.35703468806676,22.13573029740035,0.21598664260797856,45.82906694569234,500.0,25.0,healthy
1788704115958,ENG_TELEM_08,3038.9945067580693,161.90137561634225,522.2820413919363,334.3653123755105,141.15815564448127,21.365424889431157,0.19435290988422207,45.94369968184835,500.0,25.0,healthy
1788704116058,ENG_TELEM_09,3037.313828664988,164.2224597197968,522.711853220859,332.5676968524362,145.46263309236298,21.771832328379475,0.19916552007220617,46.05682269982527,500.0,25.0,healthy
1788704116158,ENG_TELEM_10,3074.1828572555883,166.21018512103393,527.8660163541712,334.940255782837,147.02601288442332,21.733449737350966,0.23654284707814419,46.16825502692595,500.0,25.0,healthy
1788704116258,ENG_TELEM_11,3101.2192265714702,166.66463611261685,526.4975995565239,339.492673680296,145.43627653116692,21.381181947963924,0.21768029295105876,46.277818395198,500.0,25.0,healthy
1788704116358,ENG_TELEM_12,3105.464945675138,164.073391683806,532.3218770704418,337.6572413662854,143.28664140498117,21.891743421082293,0.2203437075936607,46.38533752662445,500.0,25.0,healthy
1788704116458,ENG_TELEM_13,3082.2298546341804,162.31756214621916,526.8875422725387,334.3730114336577,142.39902058899952,20.92474426145416,0.20084266592126865,46.49064041353121,500.0,25.0,healthy
1788704116558,ENG_TELEM_14,3101.9946182022304,162.87327824817464,531.5337472749821,342.8209389216643,143.97680113630577,21.354608992979053,0.24608387329937575,46.59355859376265,500.0,25.0,healthy
1788704116658,ENG_TELEM_15,3065.150499211178,164.32359112456257,532.9781169803226,335.3337817419679,146.39579239130015,21.34235642052063,0.17863400928422757,46.693927420185105,500.0,25.0,healthy
1788704116758,ENG_TELEM_16,3143.9101215084215,164.0755711769431,528.1150332728998,341.88223823821244,144.09032432472617,22.38380956025282,0.18477208756760494,46.79158632408718,500.0,25.0,healthy
1788704116858,ENG_TELEM_17,3085.8889405307136,164.48161620004973,528.0564810295018,342.84241039348046,144.61590212642116,21.12397649617945,0.23304683674658358,46.886379072055405,500.0,25.0,healthy
1788704116958,ENG_TELEM_18,3104.6854598213517,164.0054736216258,538.5103969311535,338.0881129481811,144.78804092920518,21.75039026836346,0.2369454912664663,46.97815401591442,500.0,25.0,healthy
1788704117058,ENG_TELEM_19,3121.8293648481886,163.70055360388594,527.6262656746636,339.3949172633522,143.9819653669937,21.68609824258168,0.20612459940336894,47.066764335331655,500.0,25.0,healthy
1788704117158,ENG_TELEM_20,3109.369084089887,161.2940067635303,527.5309405611357,336.46486463948673,141.80220010424094,21.497182281826905,0.21959640550683682,47.15206827269857,500.0,25.0,healthy
1788704117258,ENG_TELEM_21,3120.858580151493,164.71118369027022,529.9042328936206,340.1131800328117,143.23903003255953,21.86838522392086,0.21736965531246835,47.23392935991258,500.0,25.0,healthy
1788704117358,ENG_TELEM_22,3102.059922058927,164.68038277893876,530.7502023191554,339.2167044185855,143.59690562827322,21.783210034479247,0.23753149804004303,47.31221663669691,500.0,25.0,healthy
1788704117458,ENG_TELEM_23,3105.3504640518154,163.84078197226606,531.8131426578634,337.0467324970222,143.5147532839213,21.21886404158549,0.2037286931123349,47.386804860109095,500.0,25.0,healthy
1788704117558,ENG_TELEM_24,3127.9672745246485,163.43977725429443,535.4085268395017,339.67058552013737,141.61613895037598,21.66019854772798,0.18674435886506938,47.457574704902996,500.0,25.0,healthy
1788704117658,ENG_TELEM_25,3173.115379870112,166.9614708013102,534.414036829621,341.042333273065,147.8655446303325,22.01055671307776,0.2301368652845982,47.52441295442369,500.0,25.0,healthy
1788704117758,ENG_TELEM_26,3130.2769226716964,166.14920642456647,538.7630806053198,339.47152397790603,147.0569732358052,21.830729022246967,0.2523865884976119,47.587212681730016,500.0,25.0,healthy
1788704117858,ENG_TELEM_27,3095.874029446493,166.22181791482464,534.5536382699429,338.41604363409067,147.32362153418484,21.45692343970329,0.19156127779412824,47.645873420654844,500.0,25.0,healthy
1788704117958,ENG_TELEM_28,3093.245540634662,164.98308347531983,532.2672030338593,335.62419138317784,145.9761046013943,21.852654466812524,0.2512021486194635,47.70030132652951,500.0,25.0,healthy
1788704118058,ENG_TELEM_29,3119.728378388075,164.36359629171724,527.1995113194678,337.0246716187168,145.05140849098942,21.94840136168154,0.21812154475488318,47.7504093263153,500.0,25.0,healthy
1788704118158,ENG_TELEM_30,3192.4438959032495,167.83215137875192,535.9735422238344,344.68879702784074,147.92952554538942,22.374840369816265,0.2227733200555633,47.79611725790168,500.0,25.0,healthy
1788704118258,ENG_TELEM_31,3140.138029242615,165.86513907465925,532.5944662481767,339.3887331153579,146.4675960701882,22.264902604427956,0.22222321249604063,47.837351998348616,500.0,25.0,healthy
1788704118358,ENG_TELEM_32,3169.0602957925576,163.84702884767475,532.7807390087007,337.56483808187295,143.26083735655035,21.607184133401645,0.21658724299931695,47.874047580867675,500.0,25.0,healthy
1788704118458,ENG_TELEM_33,3152.952150111281,166.94894555660352,529.0214573552958,340.41365876028465,147.73486060497535,22.26007601679296,0.19402860866959437,47.906145300354794,500.0,25.0,healthy
1788704118558,ENG_TELEM_34,3159.4792620280946,164.33024175178255,538.0093834927179,336.9442509177259,145.30509972661818,22.121852918922393,0.18168855140228765,47.93359380730595,500.0,25.0,healthy
