timestamp,rpm,throttle,oil_pressure,oil_temp,cht,egt,vibration,fuel_flow,fault_type,fault_active
0.0,2998.8608501072927,45.0,48.60875837993568,140.6653110019483,160.4740875272352,521.8063563612307,0.2431135249754356,20.82720557119753,none,0
0.1,3036.4632377589137,45.1199680025599,48.55603907682949,143.67480362447208,163.13811738750715,527.4437703367754,0.1927468077306555,21.04703138152916,none,0
0.2,3033.663736152798,45.23974408190752,49.03901836160098,141.89651358517665,163.01670579766358,530.517753608416,0.2278875981192861,20.72924735634748,none,0
0.3,3034.987158564628,45.35913662186676,48.49579781720608,142.46510297411243,162.88378894341196,520.0278986479576,0.2110311741463546,21.03095790133524,none,0
0.4,3052.074150535444,45.47795461984274,48.42772878026469,144.91551972301622,164.6293268292917,524.8238861104961,0.2341817999521819,21.822599418287517,none,0
0.5,3053.708255296082,45.59600799238518,48.43049352321732,144.91413957339245,165.30447985806342,524.2424061694195,0.2194155883087044,21.35690120963624,none,0
0.6000000000000001,3029.779673633683,45.7131078792814,48.312571053803,144.03265845850646,164.16454917049725,525.4984946568068,0.2235328435017221,21.3838116190022,none,0
0.7000000000000001,3063.818223270527,45.82906694569234,48.77641564643347,144.85002270715253,163.4582392562106,526.3514378751607,0.2273430820285212,21.194123003560524,none,0
0.8,3060.473889175477,45.94369968184835,48.042616184347246,142.03167866608266,162.27730555364963,519.8769142205227,0.2066596068462512,20.77893747617111,none,0
0.9,3057.114864788402,46.05682269982527,48.64572513734269,142.50634272444157,164.0451378462524,526.2730116179301,0.2090786585364202,21.304507671959104,none,0
1.0,3051.126210282146,46.16825502692595,48.3048595722555,143.44432192991007,164.12099296947832,532.5458848390779,0.2156141139593419,20.872076542151333,none,0
1.1,3079.119276355115,46.277818395198,48.34885568769933,142.96734538920555,162.83296885374153,534.9377546192198,0.208900695805473,21.670271325677035,none,0
1.2000000000000002,3089.700807530571,46.38533752662445,48.85251426374244,142.50704969572618,162.12166609930978,529.2308421164716,0.1988290233249938,21.230341455334063,none,0
1.3,3072.2065353368066,46.49064041353121,48.77944351100575,142.6851457053654,162.0756927199206,529.0481746059711,0.2174453726306272,21.63436842466842,none,0
1.4,3109.085101680545,46.59355859376265,49.26577659417466,144.2899523032825,164.51884762978534,532.7809666719186,0.2322619961539488,21.39439051518016,none,0
1.5,3102.177638680634,46.69392742018511,49.063838813134126,143.81468522373626,164.21324747943288,530.3244398539107,0.1908986966801151,21.456641686326485,none,0
1.6,3102.3526693041745,46.79158632408718,49.1746651508919,142.6683003657705,163.0533982693761,530.0177974417367,0.2202808860087866,21.306215133870023,none,0
1.7000000000000002,3067.134831127786,46.886379072055405,48.95970857399585,142.58652552398576,162.63394509683778,534.4487781021015,0.1792073995813724,21.31632347147032,none,0
1.8,3109.629100761197,46.97815401591442,49.09342985502765,143.931851076967,163.54348475678103,527.8611585063718,0.2228792594551956,21.71859069291866,none,0
1.9,3059.339925801378,47.066764335331655,48.76720045767146,142.60874005443964,163.9939026862203,531.4971284674405,0.1962997650270395,21.798974783306743,none,0
2.0,3104.2685869020547,47.15206827269857,48.64117390001221,141.42008356662143,160.85824049245642,526.9086489307136,0.2179474751873141,21.756769755772755,none,0
