timestamp,rpm,throttle,oil_pressure,oil_temp,cht,egt,vibration,fuel_flow,fault_type,fault_active
0.0,2993.25053205611,45.0,48.32844462310208,142.99843121094605,162.5982758710939,520.8018117002101,0.2100558598706255,21.091809670290974,none,0
0.1,2992.292536765095,45.1199680025599,48.72533166723634,141.24920670279815,162.1484930947138,524.0308969590569,0.2142431328615377,21.446671967197076,none,0
0.2,3048.4290808456603,45.23974408190752,48.67111421022155,143.42504210263496,165.23008674524365,526.7470884932127,0.208094949918702,21.043108068320198,none,0
0.3,3017.8464757246597,45.35913662186676,48.1034972404331,142.8106713802217,163.00157141990996,522.6588689806059,0.2366823371580741,20.7647950160422,none,0
0.4,3025.7411598659764,45.47795461984274,48.297217796917145,146.11591073797305,164.53751655260436,528.0565400105172,0.2037173238388509,21.761756334326304,none,0
0.5,3018.6646002610337,45.59600799238518,47.94914038539192,140.02105889947504,161.59963065763384,526.5271810393446,0.2146470260538983,21.56713296542712,none,0
0.6000000000000001,3047.3065843070717,45.7131078792814,48.80154267059095,144.52428836266574,163.48085046037556,523.8495694440386,0.2071438553128446,21.12641635144192,none,0
0.7000000000000001,3029.797013521349,45.82906694569234,48.433162112580746,144.2352736834659,161.87372172212648,526.085221592849,0.2190868927786411,21.459959731143588,none,0
0.8,3059.178124947261,45.94369968184835,48.76026428393717,146.13292121440242,165.88549192084105,529.0963731879134,0.238112652836687,21.40794697251821,none,0
0.9,3039.151089033013,46.05682269982527,48.17900814857724,143.48774945851682,163.3711354280887,527.6302806288915,0.2208637687487044,21.036641843642958,none,0
1.0,3059.4966444021456,46.16825502692595,48.45020165583275,141.86472595398726,160.92871285290798,525.210738811295,0.2147819212004693,21.141695711228287,none,0
1.1,3065.748658912777,46.277818395198,48.68040183673432,144.06309132611435,164.12599216732747,525.5962254493246,0.2317104865318339,22.38413202057296,none,0
1.2000000000000002,3045.51376951689,46.38533752662445,48.73151551480576,140.8708384150377,162.33667700776562,530.2625491344687,0.2056577510003247,21.349020947102144,none,0
1.3,3114.971654963602,46.49064041353121,48.7046945497702,143.60490815862207,162.10589206026168,528.9218897450515,0.2216890654826907,22.055867916756583,none,0
1.4,3068.423672745067,46.59355859376265,48.80563699225933,140.37263557549687,160.58966826277765,523.9666236694145,0.2208702707161159,21.624842763905924,none,0
1.5,3109.7041858817333,46.69392742018511,49.11216494972742,141.63570232200158,162.31292888056802,529.2193198881672,0.2121901324904906,21.513933656145987,none,0
1.6,3072.0459787746536,46.79158632408718,48.21521721547329,144.51678577395228,164.30740565791285,527.1206860750876,0.2050709854938815,21.866454663545117,none,0
1.7000000000000002,3052.572632283728,46.886379072055405,48.62992636303023,143.39314217173546,162.7963289325968,524.78653381027,0.2419998761588864,21.712509351170763,none,0
1.8,3096.561844582579,46.97815401591442,49.27921024840968,141.56140339416908,162.3211901090011,533.055923913981,0.2302006308046094,21.917546191517115,none,0
1.9,3094.322466199616,47.066764335331655,49.15070839991216,144.36451263459148,165.1047739239151,527.1477301079649,0.2323654404876824,21.47785945014208,none,0
2.0,3109.5906376521834,47.15206827269857,48.74919942008082,141.1358377956895,162.4881329223013,534.7889774610226,0.1991733202111922,21.881051053529056,none,0
2.1,3119.813608995907,47.23392935991258,49.12839599555372,145.31125613810178,166.26234930246164,532.432698307857,0.2342267526661086,21.990515506402083,none,0
2.2,3114.058322897289,47.31221663669691,49.21769913874856,143.69873786703488,162.47180381823264,527.8462778280169,0.2134309499283962,22.042745915564492,none,0
