timestamp,rpm,throttle,oil_pressure,oil_temp,cht,egt,manifold_pressure,vibration,fuel_flow,ambient_temp,altitude,mission_phase,residual_rpm,residual_oil_pressure,residual_oil_temp,residual_cht,residual_egt,residual_manifold_pressure,residual_vibration,residual_fuel_flow,health_index,baseline_rul,fault_type,fault_active,fault_severity,fault_start_time,fault_end_time
0,3606.476451305498,9.91065232237061,47.87034899725247,82.0,165.0,610.0,20.835413675885082,0.1593386263115088,8.524795007539247,25.072469278013333,0.0,idle,-1.722476427662854,-0.16864687015089308,-0.07905368272934542,0.07906329787037249,1.1686386869799437,-0.016688968623413864,-0.0035067150108105023,-0.06660445024743497,1.0,200.0,healthy,0,0,0,0
1,3600.3645185629034,10.339864557608479,47.53908265348077,82.13243090488903,164.15149077247813,609.5060123038621,21.055432369168198,0.16308411769720707,8.539005006487375,25.032889487747845,0.0,idle,-0.44915364532116997,0.23021858940496656,0.25497398609740957,-0.2680859667189079,0.45026210268634564,0.03318213815020001,0.02213494891574657,-0.06197499808463563,1.0,199.99972222222223,healthy,0,0,0,0
2,3616.3919602634323,9.951247231818176,46.70134244724789,82.53507426105556,164.03629309110218,611.4722563743254,21.076391638625548,0.16681555957412347,8.562213570183074,25.13947455335387,0.0,idle,-0.39312107557100995,0.5129774682533202,-0.04768443265895997,0.11220819965869096,1.206857100229247,-0.0010693885093469937,-2.0208677058268676e-05,0.061801504982772794,1.0,199.99944444444444,healthy,0,0,0,0
3,3604.467484184689,10.481158942891073,47.56045913168736,82.34897151440859,165.0459075534939,613.3500124537303,21.051061895934907,0.1379072532283528,8.595988385419616,25.03597533600681,0.0,idle,0.2144155141528023,-0.10078746412179627,-0.03697795982321878,0.4561429554210254,1.4973799613304606,0.030815053014300542,-0.0028058834070615064,-0.06435750936502363,1.0,199.99916666666667,healthy,0,0,0,0
4,3612.2885051389812,10.052445957491011,46.849792981593794,82.20701890317851,164.61320509072658,616.2304748150854,20.856802651196357,0.13336089581780466,8.609222996957973,24.69981153067073,0.0,idle,-1.36701489635534,0.33339100786592096,0.08747953474743353,-0.32684619461347925,0.180534927114176,-0.1429691322744396,0.00382870766557643,0.06634925099136058,1.0,199.9988888888889,healthy,0,0,0,0
5,3610.626657203252,10.633180210667613,47.689837873312804,82.2404224495185,165.29945224731827,615.1012536221748,21.03806993120618,0.18282124725503623,8.470624877641269,24.747137646995768,0.0,idle,0.43377649569893856,0.22116028169291646,-0.10880835969787753,0.043083040157338506,-0.21067471002422344,0.0998609422289727,-0.009658075836549696,-0.042244141552247844,1.0,199.9986111111111,healthy,0,0,0,0
6,3605.7907139852787,10.331576091696078,46.40723151040159,82.43025074906541,165.6566291295812,613.0025800692025,21.19682118801768,0.12281917997464348,8.550491276104847,24.750952725640403,0.0,idle,-1.1487823203215421,0.10540094119552863,-0.14085686422015176,0.15490389905781024,1.2631095657461144,-0.03889398631524237,0.0019924578894521673,-0.021028502401304463,1.0,199.99833333333333,healthy,0,0,0,0
7,3595.1109032736676,10.118827698291696,47.60397078824975,82.13669726367873,165.86520332447347,614.1277825526315,21.149254823461604,0.14873698472944974,8.63692182441383,25.097206874620504,0.0,idle,-0.38754412277668615,-0.16018777513935528,-0.055150281932259015,-0.13097113970548466,0.7531685632426113,-0.07159193058630466,-0.007062204400587682,0.07954678165254662,1.0,199.99805555555557,healthy,0,0,0,0
8,3591.279718868229,9.882504259980992,46.79903643075512,82.13245529489494,165.78700511744913,615.7348135696291,20.990821691346166,0.1651867424386401,8.412321344961853,24.8266789156874,0.0,idle,3.0297157661428487,-0.1116232537819879,0.03195711617380475,-0.18091937938865202,-1.6969436413543604,0.10566587642799626,-0.011680125996259522,0.03132581971043254,1.0,199.99777777777777,healthy,0,0,0,0
9,3598.6337088105024,9.777172498888127,46.62540743732802,82.38405677476804,165.80786864417092,613.2225966720365,21.112654420646113,0.1377782351482039,8.479685435423848,25.06754970472707,0.0,idle,-0.891614525578221,-0.3964078164492464,-0.035310737187246886,0.44670713463230105,2.740826754421916,-0.03382150843079487,-0.00033991998748758324,0.04544690433840801,1.0,199.9975,healthy,0,0,0,0
10,3703.198166746799,14.31303190256553,49.57771955286235,82.70444929360843,165.5310793291482,615.3176671448155,21.48487032427111,0.14291778440898675,8.996916485275836,25.407904504950785,0.0,taxi,0.07018705859834498,0.22891419857572126,0.18272938373093905,-0.32075532972906856,3.57620085848525,-0.008899747205752232,0.0010809435544064843,-0.01365018408487728,1.0,199.99722222222223,healthy,0,0,0,0
11,3698.083180992639,15.574410078171795,49.15680109693133,82.80688028700624,164.66525351986266,618.4560510394507,21.45318239338494,0.1778026996065814,8.86951062653392,25.80025585208043,0.0,taxi,-0.05088618792538448,-0.1893327517857976,-0.07119613776399784,0.8465446448136653,1.539158727481413,0.002357618012444152,0.00045459749025593583,-0.04953904639415928,1.0,199.99694444444444,healthy,0,0,0,0
12,3699.1928183322607,16.438661931604376,49.02667017269829,82.80776819682353,163.7845828615969,619.7362884355006,21.6247695003842,0.1612690849524619,9.111677493053488,24.882584491041225,0.0,taxi,0.1976694054753869,0.038917662999190694,0.1855108944588186,0.1771007863785032,-1.2199316931074915,0.04153638415025599,-0.013591698951565099,-0.008347669477244442,1.0,199.99666666666667,healthy,0,0,0,0
13,3693.8675626263534,14.900015205725461,49.20081472781175,82.77489112247808,163.51213538667253,622.9397611921519,21.501883487751375,0.17957769619009417,9.016775843037625,25.216330674029795,0.0,taxi,1.9088346027102119,0.25576891034214666,0.0015179105164379678,-0.17954186337672698,0.998796901723298,0.052437719919528836,0.0009441881840320933,0.02918645646877597,1.0,199.9963888888889,healthy,0,0,0,0
14,3714.162853516671,14.860384121427638,48.4595533360277,82.92983334380249,163.4274202029645,624.9356570993904,21.55835009226022,0.1638660605407208,9.048865108123538,25.072781410275383,0.0,taxi,-0.6036754347519773,0.08907493206446042,-0.04509369564017309,-0.23484054888931133,0.3294361479651972,0.07045046328879248,0.014145904872635402,0.05431760109910791,1.0,199.9961111111111,healthy,0,0,0,0
15,3716.2991709228572,14.827792827572233,48.44493718765014,82.72379144592622,163.77455715748047,623.4048992914234,21.49223512732467,0.1941839576256636,9.114286881668631,25.061877280643724,0.0,taxi,0.6110705611656084,-0.03918609964123326,0.01111623354811272,0.6471554727363896,-0.9459776581220252,-0.0634693535505178,3.60749517671073e-05,0.02616664674092293,1.0,199.99583333333334,healthy,0,0,0,0
16,3688.527062344385,13.88787981094432,48.18750279173346,83.01466125173408,164.5249821300539,618.0346167721085,21.5341983567466,0.1662911508761107,9.123336159482989,25.330779978776523,0.0,taxi,0.5339850024308984,0.0778446630371818,0.05899936312967398,-0.10000911485072292,-1.7296776042692992,-0.015523592497640069,-0.0011743960672209737,0.04343976799572266,1.0,199.99555555555557,healthy,0,0,0,0
