timestamp,rpm,throttle,oil_pressure,oil_temp,cht,egt,manifold_pressure,vibration,fuel_flow,ambient_temp,altitude,mission_phase,residual_rpm,residual_oil_pressure,residual_oil_temp,residual_cht,residual_egt,residual_manifold_pressure,residual_vibration,residual_fuel_flow,health_index,baseline_rul,fault_type,fault_active,fault_severity,fault_start_time,fault_end_time
0,3595.065829031503,10.158391728696504,46.53747024375539,82.0,165.0,610.0,21.05886991674936,0.14577327645499466,8.621794581073273,25.08735415258306,0.0,idle,-0.45301800688497423,-0.14657184114951038,-0.07536274296613149,-0.24975567733549853,0.6748078005148059,0.09037615199916374,-0.0048953136370673426,0.04407943716192156,1.0,200.0,healthy,0,0,0,0
1,3599.5002529562503,9.650829563961855,47.565020985196455,82.63899181083877,164.44661880662966,609.8664631721265,21.008200825128107,0.17462782232190363,8.690752236323089,24.93447546517787,0.0,idle,-0.5882106044374845,-0.05274353273715161,-0.0713346280395537,0.2008406485318447,1.5868725394405025,0.0530353770564187,0.010252745283124046,-0.015252416699492972,1.0,199.99972222222223,healthy,0,0,0,0
2,3602.942469054773,10.329971626423918,46.762553991921024,82.87912102660488,163.99254753918814,609.6359874279101,21.116257257158512,0.17123256648660723,8.486813074263122,25.055976673669335,0.0,idle,0.7136432300412827,0.3028262230796843,0.051738807978975,-0.05094435175485241,-3.4956528609068465,0.03827598220584232,-0.0059796622796973896,0.09087623000135558,1.0,199.99944444444444,healthy,0,0,0,0
3,3599.966540085172,9.74330073941714,46.70655798418601,82.85118661974772,163.38122588886986,610.1125420111263,20.961963669625725,0.18895079119247743,8.574733610387316,25.04664077517611,0.0,idle,-0.6519419192083306,-0.010470364498578444,-0.10334115220095917,-0.22227672340158444,-0.4679095171045563,-0.03373273291791889,0.011234257023906217,-0.005557876919365307,1.0,199.99916666666667,healthy,0,0,0,0
4,3600.6879700638897,10.514237887045361,47.55424748244142,82.70500528793526,163.04054808778415,612.4903775961509,21.161849534079057,0.16553829870748696,8.25900322571333,24.975429273499348,0.0,idle,-0.4803289186420463,-0.06716303852852747,-0.027374784788521702,-0.172274070072295,-0.9034811808800354,0.03615457415999422,-0.014193179361298448,-0.03199413057647928,1.0,199.9988888888889,healthy,0,0,0,0
5,3585.3484916554467,9.743375244954189,47.33625811910529,82.88260775251058,162.67793592531459,608.5360192010102,20.974775962753025,0.15784867230475852,8.600003818100683,25.028651845565733,0.0,idle,-0.4982958420610614,-0.018870438500885146,0.10792954167220775,0.007845564322903805,0.46542792383978515,-0.07276237195854256,0.006364956213162551,-0.02355044370671796,1.0,199.9986111111111,healthy,0,0,0,0
6,3605.368401406505,10.268975822712212,47.487640527148145,82.67825853795406,162.07970749936317,609.237708127828,21.010403490034854,0.17368633727085012,8.524918070605153,25.10588665147341,0.0,idle,0.2405886619461574,-0.0666095420985993,0.09205594447807838,0.1370717141168507,0.7365889419450583,-0.0006217866573583644,0.010115374070856435,0.06482579975520052,1.0,199.99833333333333,healthy,0,0,0,0
7,3605.385924261972,9.883170423701166,46.76429543347354,82.63576718707047,161.59532200296476,610.2822887347637,21.05347312486541,0.19970460996433584,8.477689135947099,24.745907793851057,0.0,idle,-3.048282641513441,-0.20913615543305092,-0.052479350237849456,-0.25198260742263784,0.5501950830261801,0.00022382169350493552,0.005519927401755084,-0.01579968881153226,1.0,199.99805555555557,healthy,0,0,0,0
8,3603.224591356557,10.01420329785932,47.509868519145506,82.80192912275787,161.83836447049435,610.9291687336777,21.113829988733695,0.1310549999490326,8.438936537856357,24.684877155514553,0.0,idle,0.9503357346601597,0.15510335798069175,-0.1135673029787862,0.12520138241747314,-2.249620499030692,0.01856768035743071,0.005251152022696273,-0.08230817496460553,1.0,199.99777777777777,healthy,0,0,0,0
9,3597.8158193827535,9.272600307792127,46.1698979481402,82.64229303177814,160.59280365510168,608.4222117788754,20.881518228961717,0.17612450885022757,8.443760059319638,24.907234812632478,0.0,idle,0.5826552520900032,-0.10476815250258097,-0.010829824822716319,-0.3767294841743468,-0.13781839326665613,0.033417312206918987,-0.00739919076765794,0.03932043217523435,1.0,199.9975,healthy,0,0,0,0
10,3687.5965629465386,14.27918391430886,49.11659831855783,82.55075512996639,160.89015379359893,612.7173085344184,21.599289764261638,0.1858386691963245,9.064974576104666,24.806949549535553,0.0,taxi,-1.389330542179614,0.005710679661493178,0.09159057853120889,-0.3531430421616702,0.457102611099353,-0.007190231537169689,0.009485018876560449,0.03748756157897912,1.0,199.99722222222223,healthy,0,0,0,0
11,3713.6405243486915,14.529832525004679,48.97126522916844,82.47389653324866,161.42875272458636,614.5201273653176,21.29414477035066,0.17219383170074873,8.99415360488629,24.795868919037552,0.0,taxi,-1.1058071175496706,0.04240284994121883,-0.08691463901936407,-0.18942609475568326,-2.586355862354272,-0.05189801145420603,0.007487951575093569,0.04154439100141891,1.0,199.99694444444444,healthy,0,0,0,0
12,3692.011047195309,15.444090054172566,48.558872785636744,82.5741245557945,161.04514166641562,615.2994037612058,21.48749098962653,0.18989101399212543,8.890284720549333,24.668537734963277,0.0,taxi,0.18079984424686418,0.1162913914917243,-0.15633242229268116,-0.8371251166402857,-1.322708902543425,0.0649407894834137,-0.004537753950089313,0.06428266582726275,1.0,199.99666666666667,healthy,0,0,0,0
13,3683.4045692372542,14.89040909157561,47.94463691382286,82.46828603773923,161.19729712578592,614.4274730999053,21.41313408345194,0.13223479885816206,8.87689374475353,25.031520135568904,0.0,taxi,0.03814070650313634,0.11643798782727038,0.00012194311586957187,-0.1845335252291774,0.5453083647678407,-0.04334569688427957,-0.004569073077204298,-0.0864608467097721,1.0,199.9963888888889,healthy,0,0,0,0
14,3689.38928258003,14.937162335904695,48.27954754262383,82.17579189714687,162.40378416542225,615.4707934470487,21.467846587080132,0.15599510365757002,8.989732070236354,25.09081390230356,0.0,taxi,-1.3794397846692694,-0.010432465655086955,-0.028718165239760896,-0.22714229652976886,-0.16324388532091583,0.010024440191069602,-0.0023819235380450705,0.04460463838876896,1.0,199.9961111111111,healthy,0,0,0,0
15,3730.99951819492,16.00137897441421,49.69149769558535,82.41981825368174,162.56165751171739,617.5356233789369,21.874231980162875,0.1736118756429257,8.991058818657654,24.92156644550583,0.0,taxi,-1.969693560118024,0.04535694684239392,-0.09787261027508458,0.1903901895171702,-1.2989211437125587,-0.05987497094005304,0.0017146734279378554,0.04880486189119221,1.0,199.99583333333334,healthy,0,0,0,0
16,3696.222704737959,14.41577042156117,48.889638871841925,82.06597456041543,162.3549884727783,618.319764666847,21.36471638125674,0.1509111681984343,9.034681525525517,25.010976880068398,0.0,taxi,0.3040631438680582,0.44770027922489847,-0.02022633207107528,-0.174810039135776,1.9600534565331253,-0.02178197734758589,-0.007190063604421652,-0.004516639890730557,1.0,199.99555555555557,healthy,0,0,0,0
17,3684.5096173176494,14.971652224100152,48.213398990340735,82.09481766886663,163.07669385234342,615.7684436982855,21.532806940912977,0.17362579903119035,9.013928857772603,24.93167524543718,0.0,taxi,0.8835118070691657,0.17949158424372413,0.004722544575169231,0.4294833329239192,-0.8651582583551105,-0.13150182608408575,0.000511475767622013,-0.044127224427592225,1.0,199.99527777777777,healthy,0,0,0,0
18,3708.2280854812993,15.413891052631337,49.765685915317576,81.80849427275976,162.51024407367854,614.1743722648896,21.508333040056392,0.15563336705572736,9.154535838287492,25.306071589380288,0.0,taxi,1.3624388241344627,0.17529885017252136,-0.09060841072121141,-0.40445295453123403,1.063658863752025,0.041024249021238336,-0.006362505373087318,0.018068753716222002,1.0,199.995,healthy,0,0,0,0
19,3703.608908564779,14.537539920004374,48.72354649853404,81.82565257222505,163.75479027676926,613.3909922830275,21.41601835890099,0.17612525534849935,8.985431377029931,25.067570530162378,0.0,taxi,0.7769434795704615,0.21907429092266384,-0.021650836227156755,-0.36609196806128363,-0.0364642868928311,-0.112109052144332,-0.005778473088113728,-0.03726812602398661,1.0,199.9947222222222,healthy,0,0,0,0
20,4401.586251612051,98.92174239153297,63.28641406411707,82.35670185846708,166.67398410017597,648.3414275968728,29.74187575105047,0.2447519618487726,15.40848369037642,24.935853006785628,0.0,takeoff,0.6550052052641809,0.42565886596937824,-0.2136479743808716,0.006127191131889766,0.004643841160737489,-0.0700335167398432,0.010215809250162229,-0.04569186004287276,1.0,199.99444444444444,healthy,0,0,0,0
21,4402.499165142403,98.02284333578707,63.30083698129721,82.96735052725546,169.0092543177915,671.3652589116332,29.864801741260337,0.2422693432218113,14.710343477574346,24.734719315151654,50.0,takeoff,2.579648917191839,0.05169621766619919,-0.1842537783152618,-0.045019755317559904,1.1168906837831978,-0.056570238730132255,-0.007890272077111663,-0.06453162463446581,1.0,199.99416666666667,healthy,0,0,0,0
22,4374.541357739516,97.24390619384528,61.880618269260935,83.21563035626552,170.35397638018316,691.195617459843,29.697281243418335,0.20067011434204618,14.838783340253014,24.34750891791438,100.0,takeoff,0.7116017989092127,-0.09979604121202441,-0.08799118278400528,0.05637989948605118,-0.24582966311442625,-0.10218351448044836,-0.014175373689233642,0.09570986577139506,1.0,199.99388888888888,healthy,0,0,0,0
23,4402.191964823617,99.65741073282143,63.4189099698058,83.17051662057042,171.41893723768186,702.1081939806552,29.960249468993997,0.2541658962144035,14.947144384360694,23.895440660181297,150.0,takeoff,0.08595702096878548,-0.2956872612313898,0.019734813526260827,0.26774313888580287,2.048067879122716,0.07184951733613501,0.020465699627043664,0.037422680304875076,1.0,199.9936111111111,healthy,0,0,0,0
24,4381.938313879317,98.58265955300965,62.70627560437079,83.78600754951019,173.95460364629076,710.5459822519662,29.803219101986983,0.23660072158629358,15.055369779326234,23.977225903048964,200.0,takeoff,-0.12966174415991139,-0.1547225951084705,0.026991643857539094,-0.1356393739659064,-0.26996547879763233,0.02201551634786704,0.0096664347153137,-0.0061583952510778465,1.0,199.99333333333334,healthy,0,0,0,0
25,4368.4768701589655,98.17502343675699,62.41354025623097,84.31333922543828,175.1749055765144,714.8197446542995,29.707790036155675,0.23452824082101362,14.956557231897907,23.694251023338207,250.0,takeoff,0.2848803471374938,-0.16874097262985602,0.05821125328699015,-0.1582771610055054,-1.5724838441894187,-0.017436058167998616,-0.010276339546722288,-0.05405380456353927,1.0,199.99305555555554,healthy,0,0,0,0
26,4406.805905792775,98.00207917273414,63.04440401884617,84.55148713098909,176.68319377157607,719.1586320318492,29.69449587817195,0.2501564620919357,15.030720839456476,23.033169280163857,300.0,takeoff,0.8969570943191796,0.2615712525778494,0.06501608867937451,-0.06632982593327029,1.68396873123479,0.04747812378792655,-0.009317234309611197,0.03141818355689504,1.0,199.99277777777777,healthy,0,0,0,0
27,4368.8438888083165,95.72026744393094,62.88593377355385,84.59653912828315,177.89857977408496,720.3493296710229,29.23248693030745,0.24904103106383269,14.837007334065262,22.56600238878946,350.0,takeoff,-0.6510848835610372,0.24288067700031546,-0.19689516884141614,0.10548893817530967,0.26585421903315365,-0.042274059943572674,-0.011138303632627768,0.03972019660209336,1.0,199.9925,healthy,0,0,0,0
28,4369.6823985059145,99.73235966026841,63.100630953969244,84.92606053812158,179.84801951266496,722.8952299806566,29.585530025295302,0.23588660815899565,14.980997664377774,22.481194296918147,400.0,takeoff,0.17286577868519176,0.5273296915103174,0.1305984360261809,-0.28929177402911743,-1.8687088935402008,-0.04631933391954413,0.00127547454399426,0.0001826843246143962,1.0,199.9922222222222,healthy,0,0,0,0
29,4437.811535411573,93.31444708824299,64.11616888639647,85.19051447404271,181.0310678602404,726.178391718193,29.114605220915,0.2673292204619864,14.89298170115982,22.287670087888813,450.0,takeoff,0.3067855746772451,0.029925817723906945,-0.12263338582594313,0.15391005946744932,1.4342861703308074,0.10714475042487721,0.005196279595623805,0.10717335799295179,1.0,199.99194444444444,healthy,0,0,0,0
30,4382.995046417935,96.50849089934319,62.72881457103794,85.75888579689222,181.7503555963827,729.403418454512,29.222991869146096,0.2506510190837005,15.335945658110777,21.52535735014325,500.0,takeoff,0.02349724961660527,0.11663096207617313,0.18267896045043286,0.29808689792102006,0.43520953210118096,-0.06299760810138075,-0.013162349287743163,0.020716533027964442,1.0,199.99166666666667,healthy,0,0,0,0
31,4386.008575165283,98.35134783562944,61.638907260271125,86.09620616994528,182.7423517069493,728.241494776407,29.504685305602173,0.2327525542481421,15.335281921533102,21.18403102261965,550.0,takeoff,-0.38975579900233775,-0.14030180505555614,0.08683760484766734,-0.6400971269127192,-0.8010219047589924,0.049949072641313826,-0.005883028948957507,0.026637687875964784,1.0,199.99138888888888,healthy,0,0,0,0
32,4429.919293489017,97.3964007468765,63.13862911970281,86.43589526884574,183.84834430070234,728.385763100518,29.386037757094066,0.24777587421086875,14.864129374300385,20.987244995433283,600.0,takeoff,-0.6107674439799781,-0.13766212437374234,-0.03576232375024945,-0.23852710356151346,2.3648948424954446,-0.07131972000991348,-0.0057312129834957495,-0.015179116151268887,1.0,199.9911111111111,healthy,0,0,0,0
33,4414.387283781348,93.91319149252794,63.19665896427659,86.88714203412098,184.25792792401504,729.0720205854041,28.79300400673929,0.2152563972514891,14.98365400015424,20.74019656457176,650.0,takeoff,0.983914335073952,0.01952953577848548,0.137810020571668,-0.03704654680277681,2.897873826912264,-0.06258683759004227,0.006612511677808294,-0.06182356718479805,1.0,199.99083333333334,healthy,0,0,0,0
